,Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,Carrera,Campus,Sem,Sexo,Apr
505,Ingeniería Civil Plan Común,1,1,1,4,4,4,4,4,1,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,3.0,0,1,0.0,4,4,4,4,4,0,0,0,35,11,0,2,0,0
506,Ingeniería Civil Plan Común,4,2,1,0,4,1,0,0,4,0,0,4,0,4,0,0,0,0,4,0,0,0,0,4,0,4,0,3,0,2.0,3,1,2.0,0,0,0,0,0,0,0,0,54,11,0,2,0,0
507,Ingeniería Civil Metalúrgica,4,4,0,0,3,4,4,4,1,3,2,1,0,4,0,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,67,10,0,2,0,1
508,Ingeniería Civil Plan Común,4,1,0,4,4,2,3,4,1,4,4,4,0,4,4,4,0,0,4,4,4,0,0,4,4,2,4,4,4,0.0,0,0,0.0,4,0,0,4,4,4,4,4,64,11,0,2,0,1
509,Ingeniería Civil Metalúrgica,4,1,4,4,4,2,4,4,3,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,3,1.0,4,4,2.0,4,4,4,4,4,4,4,4,81,10,0,2,1,1
510,Ingeniería Civil Plan Común,4,4,0,4,4,4,3,4,1,4,4,3,1,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,0,4,4,4,4,4,91,11,2,2,0,1
511,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,1,4,4,4,4,4,1,4,4,4,0,4,4,0,4,4,0,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,0,4,86,10,0,2,1,1
512,Ingeniería Civil Metalúrgica,4,3,0,4,4,4,1,3,3,4,4,4,1,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4.0,0,0,3.0,4,0,4,4,4,4,4,4,80,10,0,2,0,1
513,Ingeniería Civil Plan Común,4,3,0,4,1,0,4,4,4,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,0,4,4,4,4,82,11,0,2,0,1
514,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,1.0,1,0,0.0,4,4,4,4,4,4,4,4,68,11,0,2,0,1
515,Ingeniería Civil Plan Común,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,4,4,4,4,0.0,4,0,0.0,0,0,0,0,0,0,0,0,47,11,0,2,0,0
516,Ingeniería Civil Plan Común,4,4,0,4,4,4,0,4,1,4,4,4,4,4,4,4,0,0,4,4,0,4,0,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,90,11,0,2,0,1
518,Ingeniería Civil Metalúrgica,1,0,0,0,4,4,0,1,1,1,4,1,4,0,0,4,3,0,0,0,0,0,4,4,4,4,4,0,4,0.0,0,0,0.0,4,0,0,4,4,4,0,0,20,10,0,2,1,0
519,Ingeniería Civil Plan Común,4,4,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,98,11,0,2,0,1
520,Ingeniería Civil Plan Común,3,1,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,0,4.0,4,4,4,4,0,4,4,4,74,11,0,2,0,1
521,Ingeniería Civil Eléctrica,4,1,1,0,3,4,1,3,1,3,2,1,4,4,3,2,2,4,4,4,4,4,4,0,0,3,0,2,1,2.0,4,1,1.0,4,0,4,0,4,4,0,4,43,4,0,2,0,0
523,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,100,10,0,2,1,1
524,Ingeniería Civil Plan Común,4,1,0,4,4,0,4,3,3,4,4,0,0,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,67,11,0,2,0,1
525,Ingeniería Civil Plan Común,0,1,0,4,0,4,3,4,3,4,4,4,4,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,2.0,0,0,0.0,0,4,4,4,4,0,0,0,23,11,0,2,0,0
526,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,0,4,0,4,4,4,4,4,4,4,3.0,0,4,0.0,4,0,4,4,4,4,4,4,74,11,0,2,0,1
529,Ingeniería Civil Plan Común,4,3,0,0,4,3,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,0,84,11,0,2,0,1
530,Ingeniería Civil Plan Común,4,1,0,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2.0,4,4,4,4,4,4,4,4,82,11,0,2,1,1
532,Ingeniería Civil Metalúrgica,4,0,0,4,1,4,3,4,4,4,4,4,4,0,0,4,0,4,4,0,4,4,0,4,4,4,4,4,4,4.0,0,1,4.0,0,4,0,0,4,0,4,4,42,10,0,2,0,0
533,Ingeniería Civil Informática,1,0,0,4,4,4,4,4,4,4,4,0,0,4,0,4,4,4,4,0,0,0,0,4,0,4,4,0,0,0.0,0,0,0.0,0,4,0,4,4,4,0,4,22,7,0,2,0,0
534,Ingeniería Civil Eléctrica,2,1,0,4,4,4,4,4,1,3,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3.0,0,0,0.0,0,0,0,0,0,0,4,4,46,4,0,2,0,0
535,Ingeniería Civil Plan Común,3,3,0,4,4,4,4,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4.0,0,1,0.0,4,4,4,4,4,4,4,4,71,11,0,2,0,1
536,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,4,4,4.0,4,4,4,4,4,4,4,4,86,11,0,2,0,1
537,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,3.0,4,4,4,4,4,4,4,4,81,11,0,2,0,1
538,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,1,0.0,4,4,4,4,4,4,4,4,92,11,2,2,0,1
539,Ingeniería Civil Plan Común,4,4,0,4,3,4,3,4,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,0,4,4,4,4,88,11,0,2,0,1
540,Ingeniería Civil Plan Común,2,1,4,4,4,4,4,4,1,4,0,0,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,2.0,1,4,4.0,4,4,0,0,4,4,4,0,67,11,0,2,0,1
541,Ingeniería Civil Metalúrgica,2,1,3,0,4,4,1,4,3,4,4,3,3,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4.0,1,0,1.0,0,4,4,4,0,0,0,0,62,10,0,2,1,1
542,Ingeniería Civil Plan Común,4,4,0,4,4,4,3,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,97,11,0,2,0,1
543,Ingeniería Civil Plan Común,4,4,0,4,4,4,1,4,1,1,4,3,0,4,0,4,0,0,0,0,0,4,4,4,4,4,0,0,4,0.0,1,4,1.0,4,4,4,4,4,4,4,4,73,11,0,2,0,1
544,Ingeniería Civil Plan Común,4,1,0,4,4,2,3,4,3,4,1,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4.0,0,4,0.0,4,0,4,4,4,4,4,4,70,11,0,2,0,1
545,Ingeniería Civil Plan Común,1,0,0,0,4,4,3,4,1,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,9,11,0,2,1,0
546,Ingeniería Civil Metalúrgica,4,4,0,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,95,10,0,2,1,1
547,Ingeniería Civil Plan Común,4,4,0,4,4,0,1,4,4,4,1,3,1,4,4,0,4,4,4,0,4,4,4,4,4,4,0,4,0,0.0,0,4,0.0,4,4,0,0,0,0,0,0,76,11,0,2,1,1
548,Ingeniería Civil Plan Común,1,1,0,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2.0,4,4,4,4,4,4,4,4,12,11,0,2,0,0
549,Ingeniería Civil Plan Común,4,3,0,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,0,4,0.0,4,4,4,4,4,4,4,4,75,11,0,2,1,1
550,Ingeniería Civil Plan Común,0,4,4,4,3,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,3,4,2.0,0,4,0.0,4,4,4,4,4,4,4,4,71,11,0,2,0,1
551,Ingeniería Civil Metalúrgica,4,3,0,4,4,2,4,4,3,4,2,4,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,84,10,0,2,0,1
552,Ingeniería Civil Plan Común,1,1,0,4,4,4,4,4,1,1,0,3,3,4,4,0,4,0,4,0,0,0,0,4,4,4,4,4,0,4.0,4,0,4.0,0,4,0,0,4,4,0,0,31,11,0,2,0,0
553,Ingeniería Civil Eléctrica,1,1,0,4,0,4,4,4,1,4,0,3,1,4,0,4,4,4,4,4,4,4,4,0,4,1,4,4,1,4.0,4,4,4.0,0,4,0,4,4,4,4,4,30,4,0,2,0,0
554,Ingeniería Civil Plan Común,1,1,0,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,0,0.0,4,0,2.0,4,4,4,4,4,4,4,4,22,11,0,2,1,0
555,Ingeniería Civil Plan Común,2,1,4,4,4,4,0,4,1,1,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4.0,2,4,1.0,0,4,4,4,4,4,4,4,71,11,0,2,1,1
556,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,0,4,77,11,0,2,1,1
557,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,3,4,4.0,4,0,0,4,4,0,4,4,88,11,0,2,1,1
558,Ingeniería Civil Plan Común,4,4,0,4,4,2,4,4,1,1,1,4,3,4,4,4,0,4,4,0,0,4,0,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,90,11,0,2,0,1
559,Ingeniería Civil Plan Común,3,4,0,4,4,2,3,4,0,1,0,0,0,0,0,4,4,4,4,0,0,0,0,4,4,4,4,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,56,11,0,2,0,1
560,Ingeniería Civil Plan Común,2,1,1,4,3,4,0,4,1,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,3,4,0,1.0,0,1,1.0,4,4,4,0,4,4,4,0,33,11,0,2,1,0
561,Ingeniería Civil Metalúrgica,2,4,0,0,4,4,1,4,4,4,4,4,4,4,0,4,4,4,4,0,4,0,4,4,0,4,4,1,4,4.0,4,4,4.0,4,4,4,4,4,4,4,0,76,10,0,2,0,1
562,Ingeniería Civil Plan Común,4,3,0,0,0,4,3,4,1,4,4,4,4,4,0,4,0,0,0,4,4,0,4,4,4,0,4,1,2,2.0,4,4,1.0,4,0,4,4,4,0,4,0,64,11,0,2,0,1
563,Ingeniería Civil Plan Común,4,4,0,4,4,2,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4.0,4,4,4.0,4,4,4,4,4,4,4,4,91,11,0,2,0,1
564,Ingeniería Civil Plan Común,1,4,0,4,3,2,4,4,3,0,2,4,0,4,4,4,0,4,3,4,4,4,4,1,4,4,4,0,4,4.0,4,4,4.0,4,0,4,0,4,4,4,4,64,11,0,2,0,1
565,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,100,11,0,2,0,1
566,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,93,11,0,2,0,1
567,Ingeniería Civil Plan Común,1,4,0,4,4,4,3,3,1,4,0,0,1,4,4,4,4,0,4,4,4,0,4,0,4,4,4,0,0,0.0,0,0,0.0,4,4,0,4,4,4,4,4,62,11,0,2,1,1
568,Ingeniería Civil Plan Común,4,2,0,4,4,4,4,4,1,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,84,11,0,2,0,1
569,Ingeniería Civil Metalúrgica,4,1,0,4,3,4,4,3,4,0,4,4,1,4,0,4,0,4,4,0,4,3,0,4,4,0,0,3,1,0.0,1,4,4.0,0,0,0,4,0,0,0,0,56,10,0,2,0,1
570,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,85,11,0,2,1,1
571,Ingeniería Civil Plan Común,4,3,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,89,11,0,2,0,1
572,Ingeniería Civil Plan Común,4,1,0,4,4,4,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,82,11,0,2,0,1
573,Ingeniería Civil Metalúrgica,4,1,1,0,4,4,0,4,3,1,0,4,3,0,0,0,4,0,0,0,4,0,0,4,4,4,4,4,4,4.0,0,4,0.0,0,0,0,0,0,0,0,0,55,10,0,2,0,1
574,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,4,4,0,3,1,4,0,4,4,0,4,0,0,4,0,4,4,4,4,4,4,4.0,4,0,0.0,4,0,4,4,4,4,0,4,72,11,0,2,0,1
575,Ingeniería Civil Plan Común,4,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0,0,0.0,4,4,4,4,4,4,4,4,72,11,0,2,0,1
576,Ingeniería Civil Plan Común,4,0,1,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,3.0,4,4,0.0,0,4,0,4,4,4,0,4,69,11,0,2,0,1
577,Ingeniería Civil Plan Común,4,1,0,4,3,4,3,4,4,4,4,4,4,4,4,1,0,4,4,4,4,4,4,4,4,4,4,4,0,0.0,4,0,0.0,4,4,4,0,4,4,4,4,69,11,0,2,0,1
578,Ingeniería Civil Plan Común,4,1,0,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,4.0,0,4,0.0,4,4,4,4,4,4,4,4,74,11,0,2,0,1
579,Ingeniería Civil Plan Común,4,4,0,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,95,11,0,2,0,1
581,Ingeniería Civil Eléctrica,1,1,0,4,1,4,3,4,1,4,1,4,4,4,4,4,4,4,4,0,0,4,0,3,4,4,0,0,0,0.0,0,0,0.0,0,0,4,0,0,0,0,0,28,4,0,2,0,0
582,Ingeniería Civil Metalúrgica,2,1,1,0,4,4,4,4,3,3,1,1,4,4,0,4,0,4,0,0,4,0,4,4,0,0,0,0,0,1.0,3,4,0.0,0,0,0,0,0,0,0,0,49,10,0,2,1,0
583,Ingeniería Civil Plan Común,4,2,0,4,4,4,4,3,1,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,1,1.0,1,1,1.0,4,4,4,4,4,4,4,4,73,11,0,2,0,1
584,Ingeniería Civil Plan Común,4,4,0,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.0,1,4,4.0,4,4,4,4,4,4,4,4,94,11,0,2,0,1
585,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,98,10,0,2,1,1
586,Ingeniería Civil Plan Común,1,4,0,0,4,2,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4.0,4,4,0.0,4,4,4,4,4,4,4,4,76,11,0,2,0,1
587,Ingeniería Civil Plan Común,4,4,0,4,3,4,1,4,0,4,1,4,0,4,0,4,0,4,4,0,4,4,4,4,4,0,0,0,4,3.0,0,0,0.0,0,0,0,4,4,0,4,0,71,11,0,2,0,1
588,Ingeniería Civil Plan Común,4,4,0,4,4,2,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,95,11,0,2,0,1
589,Ingeniería Civil Plan Común,4,3,0,0,3,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,79,11,0,2,1,1
590,Ingeniería Civil Metalúrgica,4,4,0,4,0,0,1,3,1,0,4,0,0,4,0,4,0,4,4,3,0,4,4,4,0,4,4,4,4,0.0,4,4,4.0,0,0,0,0,0,0,0,0,69,10,0,2,0,1
591,Ingeniería Civil Plan Común,4,4,0,0,4,2,4,4,4,4,2,4,3,4,4,4,0,4,4,0,4,0,4,4,4,4,0,4,4,4.0,4,4,4.0,4,0,4,4,4,4,4,4,85,11,0,2,0,1
592,Ingeniería Civil Plan Común,4,1,0,0,3,4,4,4,1,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4.0,4,4,1.0,4,4,4,4,4,4,4,4,70,11,0,2,1,1
593,Ingeniería Civil Plan Común,4,1,0,0,3,3,1,4,1,4,2,4,4,0,0,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4.0,0,1,0.0,4,4,4,4,0,4,4,4,46,11,0,2,0,0
594,Ingeniería Civil Plan Común,4,2,0,4,3,4,1,4,1,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1.0,0,0,0.0,4,0,0,4,0,4,4,4,71,11,0,2,0,1
595,Ingeniería Civil Plan Común,4,3,0,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,84,11,0,2,0,1
596,Ingeniería Civil Plan Común,1,1,4,4,4,4,4,4,1,4,4,0,3,0,4,4,4,4,4,0,4,4,0,4,4,4,4,0,4,0.0,1,4,0.0,4,4,4,4,4,0,4,4,60,11,0,2,0,1
597,Ingeniería Civil Plan Común,4,3,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,4,4,0.0,4,4,4,4,4,4,4,4,76,11,0,2,0,1
598,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,1,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4.0,4,4,4.0,4,4,4,0,4,4,4,4,93,10,0,2,0,1
600,Ingeniería Civil Eléctrica,1,4,4,4,3,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.0,4,0,4.0,4,0,4,4,4,4,4,4,73,4,0,2,0,1
601,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,93,11,0,2,1,1
602,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.0,4,4,2.0,4,4,4,4,4,4,4,4,82,10,0,2,0,1
603,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,4,4,1,4,2,4,1,4,4,0,4,0,4,0,0,0,0,4,4,0,4,4,0,0.0,4,4,4.0,0,0,4,4,4,0,4,4,77,10,0,2,0,1
604,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,1.0,4,4,4,4,4,4,4,4,95,11,0,2,1,1
605,Ingeniería Civil Plan Común,4,4,0,4,3,4,3,4,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,0.0,4,4,0.0,0,0,0,0,0,0,0,0,79,11,0,2,1,1
606,Ingeniería Civil Plan Común,4,4,0,4,3,4,1,4,3,4,4,1,4,0,4,4,4,4,4,4,4,3,0,4,4,4,4,4,0,4.0,4,4,4.0,4,4,4,0,4,4,0,4,90,11,0,2,1,1
607,Ingeniería Civil Plan Común,2,4,0,4,4,4,4,4,3,3,4,4,4,4,0,0,4,0,0,0,0,4,0,4,4,0,1,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,60,11,0,2,0,1
608,Ingeniería Civil Metalúrgica,1,1,1,4,3,4,1,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,2.0,4,2,0.0,0,4,4,0,0,0,0,4,20,10,0,2,1,0
609,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2.0,4,4,4,4,4,4,4,4,94,11,0,2,0,1
610,Ingeniería Civil Metalúrgica,1,1,1,4,4,4,4,4,4,1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,1.0,1,1,0.0,0,0,4,4,4,4,4,0,36,10,0,2,1,0
611,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,0,0,4,4,0,4,4,0,0,4,0,4,4,0,4,0,3,4.0,4,4,4.0,0,4,0,4,0,0,0,4,81,11,0,2,0,1
612,Ingeniería Civil Metalúrgica,4,0,0,0,4,4,0,4,1,3,2,0,0,4,4,4,0,4,0,0,4,0,0,4,4,4,4,4,4,0.0,0,0,0.0,4,0,0,0,0,4,4,4,36,10,0,2,1,0
613,Ingeniería Civil Eléctrica,4,1,1,0,4,4,4,3,1,4,0,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.0,3,1,3.0,4,0,0,0,4,0,4,4,63,4,0,2,0,1
614,Ingeniería Civil Plan Común,4,1,0,0,4,4,3,4,3,4,4,1,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4.0,0,0,0.0,0,4,4,0,4,4,4,4,63,11,0,2,1,1
615,Ingeniería Civil Plan Común,4,3,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,2,4,4.0,4,4,4,4,4,4,4,4,88,11,0,2,0,1
616,Ingeniería Civil Metalúrgica,3,4,0,4,4,4,3,4,3,0,4,3,1,4,0,4,4,4,4,0,4,0,4,4,4,4,4,4,1,0.0,0,4,4.0,0,4,4,0,4,4,4,0,69,10,0,2,0,1
617,Ingeniería Civil Plan Común,1,4,0,4,4,4,1,4,3,4,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,0,0,0.0,4,4,4,0,4,4,4,4,71,11,2,2,1,1
618,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,99,11,0,2,0,1
619,Ingeniería Civil Plan Común,2,1,3,4,4,4,3,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,4,4,4.0,0,4,4,4,4,4,4,4,70,11,0,2,1,1
620,Ingeniería Civil Eléctrica,4,4,0,0,4,4,3,4,4,4,4,4,1,4,4,0,4,4,4,4,4,0,4,4,4,0,4,4,4,0.0,0,4,4.0,4,4,4,4,4,4,4,4,75,4,0,2,0,1
621,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,99,11,0,2,0,1
622,Ingeniería Civil Plan Común,4,3,0,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,4,4,1.0,4,4,4,4,4,4,4,4,85,11,0,2,0,1
623,Ingeniería Civil Plan Común,4,4,0,4,3,4,4,0,1,4,4,4,1,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,87,11,0,2,0,1
624,Ingeniería Civil Metalúrgica,2,3,0,0,4,4,1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,72,10,0,2,1,1
626,Ingeniería Civil Plan Común,1,4,0,4,3,4,4,4,3,4,2,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4.0,0,4,3.0,4,4,4,0,4,4,4,4,74,11,0,2,0,1
627,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4.0,4,4,4.0,4,4,4,0,4,4,4,0,80,11,0,2,0,1
628,Ingeniería Civil Metalúrgica,1,0,0,4,0,0,4,0,0,0,2,0,0,4,0,0,4,0,4,4,4,0,0,4,4,4,0,4,0,0.0,0,0,0.0,0,0,0,4,0,4,4,0,4,10,0,2,0,0
629,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4.0,0,4,0.0,4,4,0,4,4,4,0,4,91,10,0,2,0,1
630,Ingeniería Civil Plan Común,4,4,0,4,4,3,3,4,4,4,2,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0,4,4.0,4,4,4,4,4,4,4,4,87,11,0,2,1,1
631,Ingeniería Civil Metalúrgica,4,1,0,4,4,4,4,4,3,4,0,0,0,4,4,4,0,4,4,2,0,0,4,4,4,4,4,0,3,4.0,4,4,1.0,0,0,0,0,0,0,0,0,59,10,0,2,0,1
