,Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,Carrera,Campus,Sem,Sexo,Apr
1001,Ingeniería Civil Plan Común,100,90,0,100,100,100,60,100,20,80,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,95,100,100,100.0,0,100,92.0,100,100,100,100,100,100,100,100,90,11,0,2,0,1
1002,Ingeniería Civil Plan Común,96,95,0,100,100,100,80,100,0,100,100,80,100,100,0,100,100,100,100,0,100,0,100,79,100,100,100,100,100,100.0,100,0,92.0,0,100,0,100,100,100,100,100,90,11,0,2,1,1
1003,Ingeniería Civil Metalúrgica,63,60,0,100,100,100,100,80,100,80,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75,100,0.0,100,92,100.0,100,100,100,100,100,100,100,100,79,10,0,2,1,1
1004,Ingeniería Civil Eléctrica,20,60,0,100,100,100,60,80,40,80,0,0,0,100,100,100,100,100,100,100,0,0,0,87,100,100,100,0,0,0.0,0,0,0.0,0,100,0,0,0,100,100,100,40,4,0,2,0,0
1005,Ingeniería Civil Metalúrgica,40,0,0,100,100,63,80,80,80,0,0,0,0,100,0,100,0,99,0,0,0,0,0,92,80,100,90,0,35,0.0,0,0,0.0,100,0,0,0,0,0,0,0,20,10,0,2,0,0
1006,Ingeniería Civil Eléctrica,53,10,5,0,100,100,60,40,60,40,25,20,60,100,100,100,100,100,100,100,0,98,100,72,87,100,100,85,0,15.0,55,100,0.0,0,0,0,0,0,100,100,100,29,4,0,2,0,0
1007,Ingeniería Civil Plan Común,73,40,0,100,100,50,80,100,40,100,100,100,100,100,100,100,0,100,0,0,0,100,100,100,100,100,100,100,80,55.0,92,100,30.0,100,100,100,100,100,100,100,100,71,11,0,2,0,1
1008,Ingeniería Civil Metalúrgica,94,50,0,100,100,100,0,100,60,0,100,100,0,0,100,100,100,100,100,100,100,100,0,74,85,100,100,90,100,90.0,100,100,0.0,100,0,100,100,0,0,100,100,73,10,0,2,0,1
1009,Ingeniería Civil Eléctrica,100,50,0,100,100,100,100,100,80,100,100,100,100,100,100,100,0,100,100,100,100,100,100,92,100,100,100,100,100,65.0,100,100,100.0,100,100,100,100,100,100,100,100,86,4,0,2,0,1
1010,Ingeniería Civil Plan Común,89,100,0,100,60,100,40,100,60,100,75,100,100,100,100,100,100,100,100,97,100,95,100,95,95,100,90,100,100,100.0,100,65,85.0,0,0,100,100,0,100,100,100,91,11,0,2,1,1
1011,Ingeniería Civil Plan Común,100,100,0,100,60,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,76,100,100,100,100,100,0.0,100,100,0.0,100,100,100,100,100,100,100,100,87,11,0,2,1,1
1012,Ingeniería Civil Plan Común,93,85,0,100,60,63,80,100,100,100,0,100,100,100,0,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100.0,0,65,100.0,100,100,100,100,0,100,100,100,87,11,0,2,1,1
1013,Ingeniería Civil Metalúrgica,95,100,0,100,100,100,80,80,20,100,50,60,100,100,0,90,71,100,95,100,100,100,100,100,100,100,100,100,0,100.0,100,100,100.0,100,100,100,100,100,100,100,100,92,10,0,2,1,1
1014,Ingeniería Civil Metalúrgica,2,0,0,100,60,50,80,100,60,40,0,60,60,100,100,100,100,100,100,100,0,100,0,60,20,45,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,10,0,2,1,0
1015,Ingeniería Civil Plan Común,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100.0,80,100,100.0,100,0,100,100,100,100,100,100,99,11,0,2,0,1
1016,Ingeniería Civil Plan Común,100,75,0,100,60,100,100,100,100,100,100,100,100,100,0,0,100,97,100,98,100,94,0,95,100,100,100,70,100,80.0,72,100,0.0,100,100,0,100,100,100,100,100,87,11,0,2,0,1
1017,Ingeniería Civil Plan Común,80,85,0,0,100,100,80,0,40,100,75,0,100,100,0,100,0,0,0,0,78,76,88,100,82,70,92,85,100,70.0,62,100,92.0,0,0,100,0,0,100,100,0,75,11,0,2,0,1
1018,Ingeniería Civil Plan Común,92,50,0,100,60,100,60,100,100,100,100,80,100,0,100,0,0,100,100,78,100,95,0,100,82,0,95,0,0,0.0,100,0,0.0,100,100,100,0,100,0,100,0,63,11,0,2,1,1
1019,Ingeniería Civil Plan Común,55,40,85,0,100,100,60,80,60,40,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,60,70.0,0,100,84.0,100,100,100,100,100,100,100,100,75,11,0,2,1,1
1020,Ingeniería Civil Eléctrica,16,0,0,100,100,100,40,0,40,0,0,0,0,100,0,100,100,0,0,0,0,0,0,95,90,51,64,20,30,0.0,0,0,0.0,0,0,0,0,100,0,0,0,8,4,0,2,0,0
1021,Ingeniería Civil Plan Común,89,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,66,100,100,100,92,100,85,0,0,90,95.0,100,100,100.0,100,100,100,100,100,100,100,100,92,11,0,2,0,1
1022,Ingeniería Civil Plan Común,100,90,0,100,100,100,60,100,60,80,100,100,100,95,100,100,100,100,100,100,100,100,100,92,100,100,100,100,90,95.0,100,100,100.0,100,0,100,0,100,100,100,100,94,11,0,2,0,1
1023,Ingeniería Civil Informática,20,0,0,100,100,100,0,100,60,100,0,0,0,100,100,100,100,0,100,0,0,0,0,100,85,100,100,0,0,0.0,0,0,0.0,0,0,0,0,0,0,100,100,10,7,0,2,0,0
1024,Ingeniería Civil Eléctrica,76,75,0,100,100,100,60,100,60,100,100,100,100,90,0,0,82,100,93,100,100,100,100,76,100,0,100,100,90,85.0,100,100,100.0,100,100,100,100,100,100,100,100,74,4,0,2,0,1
1025,Ingeniería Civil Plan Común,100,90,0,100,60,100,80,100,60,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,90,90.0,65,85,45.0,100,100,100,100,100,100,100,100,93,11,0,2,1,1
1026,Ingeniería Civil Metalúrgica,64,95,0,0,100,100,0,80,80,0,0,0,0,0,100,0,100,100,100,0,100,100,0,69,37,85,77,27,0,55.0,0,0,15.0,0,0,0,0,0,0,0,0,58,10,0,2,1,1
1027,Ingeniería Civil Plan Común,92,0,45,0,100,100,60,80,60,100,75,80,100,0,100,100,100,100,100,0,0,95,100,100,100,100,100,82,25,65.0,0,100,0.0,100,100,0,100,100,100,100,100,71,11,0,2,0,1
1028,Ingeniería Civil Metalúrgica,70,25,50,100,100,38,0,100,40,100,25,60,100,100,0,100,100,0,0,0,86,0,91,100,100,90,100,85,90,52.0,60,62,0.0,0,100,100,100,100,0,0,100,64,10,0,2,1,1
1029,Ingeniería Civil Plan Común,100,95,0,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,95,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,98,11,0,2,1,1
1030,Ingeniería Civil Plan Común,64,30,60,100,100,100,100,100,80,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,0,90,90.0,92,87,40.0,100,100,100,100,100,100,100,100,68,11,0,2,0,1
1031,Ingeniería Civil Informática,73,55,25,0,60,100,60,80,40,100,100,60,60,100,100,0,100,0,100,0,0,100,100,92,100,100,100,0,0,75.0,0,100,0.0,0,100,0,100,100,100,100,0,49,7,0,2,0,0
1032,Ingeniería Civil Metalúrgica,100,35,0,100,100,100,60,100,60,80,100,100,100,100,100,100,100,100,100,100,100,100,0,76,100,100,100,80,90,0.0,80,19,0.0,100,0,0,100,100,0,0,100,72,10,0,2,0,1
1033,Ingeniería Civil Metalúrgica,52,5,80,100,100,100,40,100,60,100,75,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,95,40,100,0.0,0,80,0.0,100,100,0,100,100,0,0,100,64,10,0,2,0,1
1034,Ingeniería Civil Plan Común,98,95,0,100,60,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75.0,100,87,85.0,100,100,100,100,100,100,0,100,96,11,0,2,0,1
1035,Ingeniería Civil Metalúrgica,96,45,0,100,60,100,80,100,80,100,100,60,100,100,0,100,100,100,100,100,100,100,100,100,100,60,90,80,90,100.0,100,97,39.0,100,100,100,100,100,0,100,100,79,10,0,2,0,1
1036,Ingeniería Civil Metalúrgica,86,85,0,100,100,100,40,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,90,90,70.0,100,90,100.0,100,100,100,100,100,100,100,100,90,10,0,2,0,1
1037,Ingeniería Civil Metalúrgica,93,100,0,0,100,50,100,100,60,100,0,100,100,100,0,100,100,99,0,98,100,100,100,100,90,100,100,90,100,80.0,0,100,100.0,0,100,100,100,100,0,100,0,87,10,0,2,0,1
1038,Ingeniería Civil Metalúrgica,88,25,0,100,60,50,80,100,60,20,100,80,60,100,100,100,100,100,100,0,100,0,100,92,100,80,74,90,95,70.0,55,90,100.0,100,100,100,100,100,100,100,100,69,10,0,2,0,1
1039,Ingeniería Civil Plan Común,43,100,0,0,100,0,60,100,80,100,100,0,100,92,0,100,100,0,100,100,0,0,0,100,95,83,92,0,90,0.0,0,0,0.0,100,100,0,0,100,100,100,100,64,11,0,2,0,1
1040,Ingeniería Civil Eléctrica,100,100,0,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,30.0,100,100,90.0,100,100,100,100,100,100,100,100,98,4,0,2,0,1
1041,Ingeniería Civil Plan Común,45,85,0,0,60,100,100,100,100,60,25,60,100,100,100,100,100,0,100,97,100,100,100,100,100,100,72,0,0,0.0,0,0,0.0,0,100,0,0,100,100,100,0,61,11,1,2,0,1
1042,Ingeniería Civil Plan Común,60,100,0,100,60,50,80,80,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,0,0,0,52.0,72,100,77.0,100,100,0,100,100,100,100,100,72,11,0,2,0,1
1043,Ingeniería Civil Metalúrgica,68,40,0,100,100,100,0,100,40,0,100,80,0,100,100,100,100,100,100,100,100,0,100,92,100,90,100,100,95,90.0,35,100,20.0,100,100,100,100,0,100,100,100,54,10,0,2,0,0
1044,Ingeniería Civil Eléctrica,100,100,0,100,100,88,60,100,80,100,100,80,100,100,100,0,100,100,100,92,100,64,97,92,84,100,82,100,100,85.0,92,100,84.0,100,100,100,100,100,100,0,100,95,4,0,2,0,1
1045,Ingeniería Civil Plan Común,95,75,0,100,100,100,60,80,40,40,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,90,100.0,52,100,100.0,100,100,100,100,100,100,100,100,86,11,0,2,0,1
1046,Ingeniería Civil Plan Común,62,90,0,100,100,100,100,100,40,80,100,100,100,100,100,100,100,100,100,95,100,100,100,100,95,90,100,95,100,95.0,0,0,90.0,100,100,100,100,100,100,0,0,81,11,0,2,0,1
1047,Ingeniería Civil Plan Común,90,0,0,100,100,88,80,80,20,100,100,80,0,100,0,100,100,100,100,100,0,100,0,100,100,100,100,100,100,0.0,0,0,0.0,100,100,0,100,0,0,100,0,45,11,0,2,0,0
1048,Ingeniería Civil Plan Común,98,100,0,0,100,50,80,100,80,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,0.0,100,0,90.0,100,100,100,0,100,0,100,100,80,11,0,2,1,1
1049,Ingeniería Civil Metalúrgica,95,70,0,100,100,100,20,80,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,100,100,100,100,100,100.0,100,100,63.0,100,100,100,100,100,100,100,100,88,10,0,2,1,1
1051,Ingeniería Civil Plan Común,100,0,80,100,100,100,80,100,100,100,100,60,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,92,11,0,2,0,1
1052,Ingeniería Civil Metalúrgica,93,35,0,100,0,50,80,80,40,80,75,100,20,100,0,100,100,100,100,100,100,100,100,100,100,70,100,100,100,55.0,87,100,30.0,100,100,100,100,100,100,100,100,71,10,0,2,0,1
1053,Ingeniería Civil Informática,50,20,0,0,60,0,60,100,40,80,100,0,60,100,100,100,100,100,100,100,100,100,100,100,80,100,59,15,0,0.0,0,65,0.0,0,0,0,0,0,100,100,0,35,7,0,2,0,0
1054,Ingeniería Civil Eléctrica,18,0,0,0,100,100,60,80,40,80,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,30,87.0,85,92,85.0,100,100,100,100,100,100,100,100,9,4,0,2,0,0
1055,Ingeniería Civil Plan Común,100,95,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,95,100,100,100,100,100.0,100,100,100.0,0,100,0,100,100,100,100,100,97,11,0,2,0,1
1056,Ingeniería Civil Eléctrica,95,0,0,100,100,100,60,80,60,100,0,100,60,100,0,100,100,100,100,100,0,0,100,100,100,90,48,90,65,95.0,90,85,82.0,100,0,100,100,100,100,100,100,48,4,0,2,0,0
1057,Ingeniería Civil Plan Común,100,65,0,100,60,63,100,0,40,100,50,60,100,100,0,100,0,100,100,100,100,100,0,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,0,0,100,82,11,0,2,0,1
1058,Ingeniería Civil Plan Común,0,100,90,100,20,50,60,80,40,0,25,100,0,100,100,100,0,100,100,100,100,100,0,100,90,90,100,100,100,75.0,0,0,100.0,100,100,100,100,100,0,100,0,64,11,0,2,0,1
1059,Ingeniería Civil Plan Común,60,0,0,100,20,100,0,20,100,100,0,0,100,100,0,100,83,96,0,100,0,0,0,100,100,100,100,60,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,30,11,0,2,0,0
1060,Ingeniería Civil Metalúrgica,86,80,0,100,100,100,80,100,40,100,25,100,100,100,100,100,100,100,0,100,0,100,100,95,95,80,55,70,80,100.0,70,90,50.0,100,100,100,100,100,100,100,100,83,10,0,2,0,1
1061,Ingeniería Civil Plan Común,86,50,0,100,60,100,100,100,80,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,52.0,80,100,92.0,100,100,100,100,100,100,100,100,81,11,0,2,1,1
1062,Ingeniería Civil Plan Común,28,0,0,100,20,100,20,60,60,80,75,40,100,100,91,100,100,100,100,0,100,0,0,82,100,90,100,20,25,25.0,0,0,0.0,0,0,0,100,0,0,100,0,14,11,0,2,1,0
1063,Ingeniería Civil Metalúrgica,88,70,0,100,100,100,80,100,80,100,100,80,100,100,100,0,100,100,100,100,100,0,100,100,95,100,100,75,0,100.0,52,100,84.0,100,100,100,100,100,100,100,100,84,10,0,2,1,1
1064,Ingeniería Civil Eléctrica,100,65,0,100,100,100,80,100,80,100,50,100,100,100,100,0,100,100,100,100,100,100,100,92,100,100,92,100,100,65.0,67,100,77.0,100,100,100,100,100,100,100,100,87,4,0,2,0,1
1065,Ingeniería Civil Eléctrica,80,25,15,100,60,100,80,100,0,100,100,80,100,100,100,100,100,100,100,98,100,100,100,100,100,100,92,72,0,65.0,50,55,0.0,0,100,100,0,0,100,100,100,48,4,0,2,0,0
1066,Ingeniería Civil Plan Común,100,100,0,100,100,100,100,100,80,100,100,100,100,100,0,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,99,11,0,2,0,1
1067,Ingeniería Civil Eléctrica,68,95,0,0,100,100,80,80,0,60,0,60,100,71,0,0,72,0,75,0,100,80,89,70,77,88,100,100,0,70.0,0,65,100.0,0,0,0,0,0,0,0,0,68,4,0,2,0,1
1068,Ingeniería Civil Metalúrgica,100,100,0,0,60,100,80,100,40,100,100,100,100,100,100,0,100,100,100,87,100,100,100,92,100,100,100,0,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,93,10,0,2,0,1
1070,Ingeniería Civil Metalúrgica,16,25,100,100,100,50,20,100,80,20,25,100,0,100,100,100,100,100,100,100,100,0,0,100,87,100,95,0,100,0.0,0,0,0.0,100,0,100,100,0,100,0,100,55,10,0,2,1,1
1071,Ingeniería Civil Plan Común,98,100,0,100,100,38,60,60,40,80,100,80,100,92,100,100,100,100,100,100,100,100,0,100,100,100,100,100,70,100.0,82,100,84.0,100,100,100,100,100,100,100,100,93,11,0,2,0,1
1072,Ingeniería Civil Plan Común,100,55,0,0,60,100,80,100,40,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,0,90,100,0.0,80,100,0.0,100,100,100,100,100,100,100,100,77,11,0,2,0,1
1073,Ingeniería Civil Plan Común,41,35,45,100,60,100,100,0,40,100,0,60,100,100,0,100,0,100,100,97,100,0,80,92,95,70,100,0,90,35.0,0,100,77.0,100,0,100,100,0,100,0,0,43,11,0,2,0,0
1074,Ingeniería Civil Metalúrgica,46,100,0,100,60,100,0,80,100,80,100,40,100,100,100,100,100,100,100,100,100,100,100,92,100,93,100,100,100,100.0,52,100,0.0,100,100,100,100,100,100,100,100,80,10,0,2,1,1
1076,Ingeniería Civil Plan Común,72,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,54,11,0,2,0,0
1077,Ingeniería Civil Metalúrgica,70,0,85,0,100,100,20,80,40,80,50,80,100,95,100,100,0,100,100,0,100,0,0,100,100,100,90,0,90,0.0,0,0,0.0,0,0,0,0,100,0,0,0,52,10,0,2,0,0
1078,Ingeniería Civil Plan Común,100,85,0,100,60,100,60,100,60,100,100,100,100,100,0,100,100,100,100,100,0,100,100,100,82,100,100,100,100,100.0,75,100,0.0,100,100,100,100,0,100,100,100,90,11,0,2,0,1
1079,Ingeniería Civil Eléctrica,36,70,0,100,100,100,40,80,40,60,25,100,60,92,100,100,100,100,100,100,100,100,100,100,100,51,100,100,10,57.0,0,82,0.0,0,0,0,0,0,0,0,0,53,4,0,2,0,0
1080,Ingeniería Civil Metalúrgica,70,95,0,100,100,100,100,100,80,80,75,100,100,100,100,100,100,100,100,0,100,0,0,100,100,0,100,85,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,87,10,0,2,0,1
1081,Ingeniería Civil Metalúrgica,93,100,0,100,60,100,100,80,80,100,50,60,40,100,0,100,100,100,100,0,100,94,100,100,100,100,100,90,100,95.0,60,0,0.0,100,100,0,100,0,0,100,100,86,10,0,2,1,1
1082,Ingeniería Civil Metalúrgica,69,0,50,100,100,50,40,100,20,80,100,60,60,0,100,100,63,100,100,97,100,0,98,100,0,100,92,15,90,35.0,37,45,0.0,0,100,0,0,0,100,0,100,40,10,0,2,0,0
1083,Ingeniería Civil Metalúrgica,89,80,0,100,40,100,40,80,60,80,50,100,20,100,100,100,100,100,100,100,100,100,100,84,100,93,100,90,70,75.0,80,100,92.0,100,100,100,100,100,100,100,100,84,10,0,2,1,1
1084,Ingeniería Civil Plan Común,98,50,0,100,100,100,80,100,40,80,100,40,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,70.0,100,100,100.0,100,100,100,100,100,100,100,100,83,11,0,2,1,1
1085,Ingeniería Civil Eléctrica,98,65,0,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,100.0,90,100,77.0,100,100,100,100,100,100,100,100,90,4,0,2,1,1
1086,Ingeniería Civil Eléctrica,83,60,0,100,100,100,60,100,0,60,0,0,0,100,0,100,79,100,100,0,100,0,0,100,100,100,0,0,70,0.0,0,0,0.0,100,0,0,0,0,0,100,100,59,4,0,2,0,1
1087,Ingeniería Civil Plan Común,89,35,0,100,100,100,40,80,80,100,100,0,100,68,85,0,100,0,0,100,100,100,93,87,95,0,100,85,90,70.0,100,100,100.0,100,100,100,100,100,100,100,100,72,11,0,2,0,1
1088,Ingeniería Civil Plan Común,42,100,0,100,60,63,40,80,100,80,100,80,40,0,0,100,70,0,0,92,100,98,0,95,90,85,76,100,70,70.0,100,100,71.0,100,100,100,100,100,100,100,100,75,11,0,2,0,1
1089,Ingeniería Civil Plan Común,86,95,0,100,100,100,60,100,60,100,25,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,90,80,100,100.0,92,100,70.0,100,100,100,100,100,100,100,100,91,11,0,2,0,1
1091,Ingeniería Civil Eléctrica,100,70,0,100,0,100,80,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,92,90,55,100,45,20,75.0,100,90,47.0,0,0,0,0,0,0,0,0,78,4,0,2,0,1
1092,Ingeniería Civil Plan Común,100,100,0,100,100,50,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,99,85,100,80,95,100,100,100.0,100,100,82.0,100,100,100,100,100,100,100,100,96,11,0,2,0,1
1093,Ingeniería Civil Plan Común,98,0,95,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,100,100,95,90,100,85,90,75.0,90,82,92.0,100,100,100,100,100,100,100,100,79,11,0,2,1,1
1094,Ingeniería Civil Metalúrgica,30,0,0,100,100,100,100,100,100,100,100,80,20,100,100,100,100,100,100,100,0,100,0,100,100,0,0,90,100,80.0,0,100,0.0,100,100,100,100,100,100,100,100,15,10,0,2,1,0
1095,Ingeniería Civil Informática,84,100,0,100,93,100,80,80,100,80,100,100,100,100,0,100,100,100,100,0,0,100,100,100,100,100,0,100,0,80.0,100,100,100.0,100,100,100,100,0,0,100,100,87,7,0,2,0,1
1097,Ingeniería Civil Plan Común,84,45,0,100,100,0,80,100,0,100,75,100,100,100,0,0,100,0,100,97,0,0,0,100,92,100,100,10,0,80.0,100,100,0.0,100,100,100,0,100,100,100,100,61,11,0,2,0,1
1098,Ingeniería Civil Plan Común,100,100,0,100,0,100,100,100,40,100,100,80,0,0,100,0,100,100,100,100,0,100,0,100,100,100,100,100,100,80.0,100,100,0.0,100,100,100,100,100,100,0,100,89,11,0,2,0,1
1099,Ingeniería Civil Plan Común,50,0,20,0,100,100,80,80,80,40,75,80,100,91,0,67,100,100,100,100,100,100,100,100,100,85,0,70,30,25.0,0,100,0.0,100,100,100,100,100,100,100,100,35,11,0,2,1,0
0,Ingeniería Civil Industrial,75,40,0,100,100,100,40,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,100,100,100,100,0,100.0,15,80,0.0,100,100,100,100,100,100,100,100,63,6,2,2,0,1
1,Ingeniería Civil Industrial,100,95,0,100,100,100,100,80,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,98,6,2,2,0,1
2,Ingeniería Civil Industrial,65,0,75,100,100,100,40,100,60,80,100,100,0,94,33,100,100,0,100,100,0,0,100,100,100,100,100,100,100,100.0,0,100,0.0,100,100,100,100,100,100,0,100,74,6,2,2,0,1
3,Ingeniería Civil Industrial,89,40,0,0,100,100,100,100,80,100,100,100,100,100,100,100,66,100,100,100,100,100,100,100,92,95,100,100,0,100.0,100,100,100.0,0,100,40,100,75,75,100,100,67,6,2,2,0,1
4,Ingeniería Civil Industrial,61,55,0,100,100,100,60,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,84,75,100,75.0,100,45,0.0,100,100,100,100,100,100,100,100,64,6,2,2,0,1
5,Ingeniería Civil Industrial,76,100,0,100,100,100,40,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,81,6,2,2,1,1
6,Ingeniería Civil Industrial,78,100,0,100,100,100,80,100,20,100,100,80,60,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,0.0,100,100,100,100,100,100,100,100,89,6,2,2,0,1
7,Ingeniería Civil Industrial,79,100,0,100,40,100,80,80,60,100,100,100,100,85,100,0,100,0,66,100,100,100,100,92,100,100,100,100,60,100.0,100,100,100.0,100,100,100,100,100,100,100,100,90,6,2,2,1,1
8,Ingeniería Civil Industrial,51,90,0,100,40,100,80,100,60,100,100,80,100,100,100,28,100,0,66,98,100,100,100,100,100,100,100,77,60,77.0,90,100,100.0,100,100,100,100,100,100,100,100,80,6,2,2,1,1
9,Ingeniería Civil Industrial,100,85,0,100,100,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,96,6,2,2,0,1
10,Ingeniería Civil Industrial,96,100,0,100,100,100,80,60,40,80,50,80,100,100,100,100,100,100,100,100,100,100,100,100,100,0,84,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,92,6,2,2,0,1
11,Ingeniería Civil Industrial,83,15,35,100,100,100,60,60,60,100,100,80,100,100,100,100,100,100,0,100,100,100,100,100,95,100,100,100,85,100.0,90,42,0.0,100,100,100,100,100,100,100,100,72,6,2,2,0,1
12,Ingeniería Civil Industrial,69,50,0,0,60,0,80,100,0,80,75,60,60,91,21,73,100,100,100,85,100,0,0,100,100,100,100,100,0,100.0,100,0,57.0,100,100,100,100,100,100,100,100,56,6,2,2,0,1
13,Ingeniería Civil Industrial,100,95,0,100,100,100,80,100,40,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,97,6,2,2,0,1
14,Ingeniería Civil Industrial,100,35,0,100,100,100,100,100,0,80,75,80,100,100,100,100,100,100,100,100,100,81,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,81,6,2,2,0,1
15,Ingeniería Civil Industrial,65,30,100,100,100,50,100,80,40,100,0,80,100,100,95,94,26,98,71,0,77,73,0,100,100,100,100,0,70,0.0,95,0,0.0,0,100,100,0,100,100,100,0,74,6,2,2,0,1
16,Ingeniería Civil Industrial,98,45,0,100,100,88,80,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,59.0,100,100,100,100,100,100,100,100,83,6,2,2,1,1
17,Ingeniería Civil Industrial,100,95,0,100,0,100,40,80,40,60,50,60,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,92,6,2,2,1,1
18,Ingeniería Civil Industrial,87,35,0,0,60,100,40,80,40,100,25,80,100,100,100,94,100,73,92,83,0,68,88,100,100,90,100,100,100,100.0,0,100,0.0,100,100,100,100,70,70,0,100,67,6,2,2,0,1
19,Ingeniería Civil Industrial,98,20,0,100,100,100,80,100,40,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100.0,85,100,0.0,100,100,100,0,100,100,0,0,74,6,2,2,0,1
20,Ingeniería Civil Industrial,62,10,0,100,60,100,80,100,60,100,0,80,100,100,100,100,100,100,100,100,0,0,0,100,100,100,100,40,100,40.0,90,0,0.0,100,100,100,100,100,100,0,0,36,6,2,2,0,0
21,Ingeniería Civil Industrial,100,70,0,100,100,100,80,100,80,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,70,100.0,0,100,84.0,100,100,100,100,100,100,100,100,88,6,2,2,0,1
22,Ingeniería Civil Industrial,42,0,0,100,100,50,80,100,60,80,100,100,100,100,100,100,97,100,100,100,98,95,96,100,100,100,100,100,100,100.0,90,90,84.0,100,100,100,100,100,100,100,100,21,6,2,2,0,0
23,Ingeniería Civil Industrial,98,55,0,100,100,100,0,100,80,100,100,100,100,100,100,100,7,100,100,100,100,0,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,85,6,2,2,0,1
24,Ingeniería Civil Industrial,94,100,0,100,100,100,60,100,0,100,0,60,100,58,95,33,84,98,0,94,0,84,98,100,100,100,100,100,0,100.0,100,0,57.0,100,100,100,0,100,100,100,100,78,6,2,2,0,1
