,Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,Carrera,Campus,Sem,Sexo,Apr
428,Ingeniería Civil Plan Común,25,0,95,100,100,0,0,100,60,80,100,100,100,0,100,100,0,0,0,0,0,100,100,90,100,0,0,85,80,100.0,100,100,100.0,100,100,100,100,100,100,100,100,75,11,1,2,0,1
429,Ingeniería Civil Plan Común,46,40,45,100,100,100,100,100,40,100,100,100,100,95,93,0,100,100,100,100,0,100,100,100,85,90,100,85,100,65.0,45,45,10.0,100,100,0,100,100,100,100,100,46,11,1,2,0,0
430,Ingeniería Civil Eléctrica,100,80,0,100,100,100,60,100,100,100,75,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,93,4,1,2,0,1
431,Ingeniería Civil Metalúrgica,46,25,30,100,100,100,0,100,80,80,100,100,40,0,0,0,0,99,100,0,70,100,100,66,82,80,79,80,30,0.0,100,55,90.0,100,100,100,100,100,100,100,100,38,10,1,2,1,0
432,Ingeniería Civil Eléctrica,95,100,0,100,100,100,100,100,100,100,100,80,20,100,100,100,100,100,0,0,0,0,0,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,0,0,100,0,0,92,4,1,2,0,1
433,Ingeniería Civil Plan Común,100,85,0,100,100,100,100,100,100,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,77.0,100,100,100,100,100,100,100,100,95,11,1,2,0,1
434,Ingeniería Civil Plan Común,100,40,0,100,100,100,100,100,100,100,100,100,100,100,100,100,96,100,100,0,100,100,100,100,100,90,0,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,73,11,1,2,1,1
435,Ingeniería Civil Plan Común,96,85,0,100,100,100,80,100,80,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,92,100,85.0,100,100,100,100,100,100,100,100,94,11,1,2,0,1
436,Ingeniería Civil Eléctrica,100,100,0,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,90,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,99,4,1,2,0,1
437,Ingeniería Civil Eléctrica,100,35,0,0,100,100,80,100,20,100,75,80,100,100,100,100,81,100,0,97,0,100,0,92,100,90,100,0,90,65.0,0,100,84.0,100,100,100,100,0,100,0,0,70,4,1,2,0,1
438,Ingeniería Civil Plan Común,99,20,0,100,100,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,0,100,92,100,90,100,100,100,62.0,100,100,100.0,100,100,100,100,100,100,100,100,78,11,1,2,0,1
439,Ingeniería Civil Plan Común,30,0,0,0,60,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,0,66,59,10,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,15,11,1,2,0,0
440,Ingeniería Civil Eléctrica,31,80,0,100,100,25,0,80,0,60,75,80,100,100,100,100,100,100,0,0,100,100,100,100,100,100,64,100,100,100.0,100,55,100.0,0,100,100,100,100,100,100,0,67,4,1,2,1,1
441,Ingeniería Civil Informática,94,35,0,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,82,100,85,100,90,90,100.0,100,100,80.0,100,100,100,100,100,100,100,100,81,7,1,2,0,1
443,Ingeniería Comercial,74,0,50,0,100,63,100,80,60,100,100,100,100,100,100,0,100,100,100,94,90,0,100,100,100,100,100,80,90,57.0,32,75,25.0,100,100,100,100,100,100,100,100,41,14,2,2,0,0
444,Ingeniería Civil Plan Común,51,95,0,100,100,100,60,100,100,100,100,100,60,0,100,100,100,100,100,100,100,100,100,92,85,100,84,100,90,95.0,80,65,27.0,100,100,100,100,100,100,100,100,81,11,1,2,0,1
445,Ingeniería Civil Plan Común,87,65,0,100,100,80,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,72,100,100.0,100,100,100,100,100,100,100,100,87,11,1,2,1,1
447,Ingeniería Civil Plan Común,68,60,0,0,100,100,0,100,80,80,50,100,40,0,85,89,67,93,0,91,100,100,93,100,100,70,0,100,100,0.0,100,0,0.0,100,100,100,100,100,100,0,100,59,11,1,2,0,1
448,Ingeniería Civil Plan Común,48,0,55,100,100,100,80,100,100,100,100,100,100,100,98,100,0,100,100,100,98,92,100,79,100,80,100,90,60,80.0,72,95,0.0,100,100,100,100,100,100,100,100,52,11,1,2,1,0
449,Ingeniería Civil Metalúrgica,92,30,0,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,82,0,70.0,45,60,59.0,100,100,100,100,100,100,100,100,67,10,1,2,0,1
451,Ingeniería Civil Plan Común,64,40,90,100,60,50,80,60,60,100,75,100,60,77,74,90,98,100,100,100,100,100,100,100,95,85,100,85,100,95.0,80,100,95.0,0,0,0,0,0,0,0,0,77,11,1,2,0,1
452,Ingeniería Civil Plan Común,98,100,0,100,100,100,100,100,60,100,100,100,100,95,85,100,100,0,100,100,100,100,0,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,98,11,2,2,0,1
453,Ingeniería Civil Plan Común,73,100,0,100,100,100,80,40,40,80,25,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,17,45,0.0,100,100,100,100,100,100,100,100,83,11,1,2,0,1
454,Ingeniería Civil Eléctrica,100,100,0,100,100,100,80,60,100,80,75,80,100,100,100,100,100,0,100,100,100,100,100,87,95,100,0,85,100,100.0,80,100,100.0,100,100,100,100,100,100,100,100,94,4,1,2,0,1
455,Ingeniería Civil Eléctrica,98,35,0,100,100,100,100,100,60,80,0,100,100,100,0,100,100,100,100,0,0,0,0,90,100,75,100,100,30,0.0,0,0,0.0,0,100,100,100,100,100,100,100,67,4,1,2,0,1
456,Ingeniería Civil Plan Común,86,90,0,100,100,100,80,100,60,80,50,60,100,100,0,100,100,100,100,0,0,100,100,95,75,75,90,55,100,45.0,90,100,43.0,100,100,100,100,100,100,100,100,85,11,1,2,0,1
457,Ingeniería Civil Plan Común,80,75,0,100,100,100,40,80,60,80,50,60,100,100,100,0,97,92,89,70,100,100,93,100,100,90,100,100,100,80.0,100,75,42.0,100,100,100,100,100,100,100,100,81,11,1,2,1,1
458,Ingeniería Civil Metalúrgica,95,35,0,0,100,100,80,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,82,100,100,100,100,100.0,67,100,64.0,0,100,100,100,100,100,100,100,77,10,1,2,1,1
459,Ingeniería Civil Plan Común,93,25,0,100,100,100,80,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,95,70,83,100,75,100,70.0,100,75,0.0,100,100,100,100,100,100,100,100,73,11,1,2,0,1
460,Ingeniería Civil Metalúrgica,73,25,60,0,100,100,80,60,40,40,75,40,100,100,0,100,100,100,0,100,0,0,100,100,100,90,84,15,80,0.0,92,0,0.0,100,100,100,0,100,0,100,0,64,10,1,2,1,1
461,Ingeniería Civil Informática,100,95,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,99,7,1,2,0,1
462,Ingeniería Civil Plan Común,69,0,20,100,100,100,100,100,80,0,100,100,100,0,0,100,0,0,100,100,0,0,0,100,100,100,100,100,90,65.0,0,0,0.0,100,100,0,100,100,100,100,100,30,11,1,2,0,0
463,Ingeniería Civil Plan Común,61,95,0,100,100,100,40,100,0,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,90,100,100,70,100.0,80,100,0.0,100,100,100,100,100,100,100,100,82,11,1,2,0,1
464,Ingeniería Civil Plan Común,83,55,0,100,100,100,80,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,77,100,100,100,100,100.0,30,100,25.0,100,100,100,100,100,100,100,100,80,11,2,2,0,1
465,Ingeniería Civil Metalúrgica,68,50,0,100,100,100,60,100,40,100,100,60,100,100,0,100,100,0,100,100,100,100,100,47,95,100,84,90,30,80.0,72,100,0.0,100,100,100,100,100,100,100,100,70,10,1,2,0,1
466,Ingeniería Civil Plan Común,94,80,0,100,100,100,100,80,80,100,100,100,20,100,100,100,98,100,100,100,100,100,100,92,95,90,87,80,100,0.0,90,100,100.0,100,100,100,100,100,100,100,100,79,11,2,2,0,1
467,Ingeniería Civil Plan Común,39,60,40,100,60,100,60,40,20,60,25,60,40,100,100,100,100,100,100,100,100,100,100,92,100,90,0,85,90,70.0,0,55,29.0,100,100,100,100,100,100,100,100,50,11,1,2,0,0
469,Ingeniería Civil Plan Común,98,95,0,100,100,100,80,0,40,0,75,100,100,100,0,100,100,100,100,0,100,100,100,100,100,100,100,95,90,100.0,100,100,92.0,100,100,100,100,100,100,100,100,91,11,1,2,1,1
470,Ingeniería Civil Plan Común,74,50,0,0,0,100,0,100,80,100,100,100,100,0,0,100,0,0,100,54,100,97,80,90,95,90,95,0,90,65.0,100,0,77.0,0,0,0,0,0,0,0,0,63,11,1,2,0,1
471,Ingeniería Civil Plan Común,78,45,0,100,60,100,80,60,0,80,100,60,100,100,100,100,100,100,100,100,100,100,100,92,100,80,100,90,90,40.0,90,0,0.0,100,100,100,100,100,100,100,100,69,11,1,2,0,1
472,Ingeniería Civil Plan Común,100,100,0,100,100,63,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,95,100,95.0,100,100,85.0,100,100,100,100,100,100,100,100,98,11,1,2,0,1
473,Ingeniería Civil Plan Común,62,0,20,100,40,100,100,100,60,100,100,100,100,100,100,100,79,100,100,100,0,100,100,100,100,100,100,100,0,100.0,72,100,0.0,100,100,100,100,100,100,100,100,41,11,1,2,0,0
474,Ingeniería Civil Informática,100,80,0,100,100,100,100,100,40,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,90,100,100,90,100.0,100,100,69.0,100,100,100,100,100,100,100,100,92,7,1,2,1,1
475,Ingeniería Civil Metalúrgica,85,75,0,100,100,38,100,80,100,100,100,0,100,100,100,100,0,100,81,94,100,98,100,92,90,100,100,100,70,80.0,100,82,52.0,0,100,100,100,100,0,100,100,82,10,1,2,0,1
476,Ingeniería Civil Metalúrgica,100,95,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100.0,100,100,0.0,100,100,100,100,100,100,100,100,97,10,1,2,0,1
478,Ingeniería Civil Metalúrgica,87,85,0,100,100,100,100,100,80,80,75,100,100,90,0,90,77,87,59,78,0,97,71,100,100,100,100,100,90,100.0,100,90,100.0,100,100,100,100,100,100,100,100,90,10,1,2,0,1
479,Ingeniería Civil Metalúrgica,65,60,60,100,100,100,0,100,80,80,100,100,100,100,100,100,100,100,100,100,100,0,100,92,100,80,92,100,80,30.0,0,0,10.0,100,0,100,100,100,100,100,100,63,10,1,2,1,1
480,Ingeniería Civil Eléctrica,38,15,0,100,100,100,100,80,40,100,50,100,100,86,61,100,96,0,100,0,100,100,100,69,77,41,100,0,20,27.0,0,0,0.0,100,100,100,100,100,100,100,100,27,4,1,2,0,0
481,Ingeniería Civil Eléctrica,100,40,0,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,87,100,100,0,100,80.0,65,75,0.0,100,100,100,100,100,0,0,0,76,4,1,2,0,1
482,Ingeniería Civil Eléctrica,78,50,0,100,100,100,80,80,60,100,100,100,100,100,0,100,0,100,100,0,0,100,0,95,100,100,90,100,100,100.0,0,0,0.0,100,100,100,0,0,100,100,100,63,4,1,2,1,1
483,Ingeniería Civil Eléctrica,34,0,0,100,100,100,100,0,100,60,0,0,0,100,100,0,0,100,100,0,100,0,0,100,100,90,100,25,0,0.0,0,0,0.0,100,100,100,0,100,100,0,100,17,4,1,2,0,0
485,Ingeniería Civil Metalúrgica,100,60,0,100,100,100,60,100,60,80,100,0,100,100,0,0,0,0,100,0,0,0,0,100,100,100,100,75,100,100.0,0,100,0.0,0,0,0,0,0,0,0,100,73,10,1,2,0,1
486,Ingeniería Civil Plan Común,100,100,0,100,100,100,20,100,40,100,100,100,100,100,0,100,100,100,100,100,100,100,100,92,95,100,100,100,100,90.0,92,100,100.0,100,0,100,100,100,100,100,100,96,11,0,2,0,1
487,Ingeniería Civil Plan Común,31,70,50,0,100,100,80,80,80,60,25,80,100,100,0,100,100,100,100,100,100,100,100,92,95,100,100,75,100,47.0,75,100,100.0,100,100,100,100,100,100,100,100,71,11,0,2,1,1
490,Ingeniería Civil Metalúrgica,75,40,0,100,60,100,60,80,100,100,75,60,100,100,100,100,100,100,100,100,100,98,95,92,100,90,95,0,90,47.0,62,100,0.0,100,0,0,0,100,100,100,100,68,10,0,2,0,1
491,Ingeniería Civil Plan Común,45,30,10,100,0,100,20,60,40,80,75,80,20,75,0,0,0,86,94,0,100,0,90,90,82,50,100,0,50,0.0,30,10,0.0,100,0,100,100,100,100,0,100,28,11,0,2,0,0
492,Ingeniería Civil Informática,90,0,0,100,0,100,100,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,90,85,75,100,0,0,0.0,0,0,0.0,0,0,100,0,0,0,0,0,45,7,0,2,0,0
493,Ingeniería Civil Plan Común,67,0,0,100,40,100,80,100,40,80,75,100,100,95,0,0,51,0,91,93,88,98,0,100,95,90,100,100,100,0.0,0,0,0.0,100,0,100,0,100,100,0,100,34,11,0,2,0,0
494,Ingeniería Civil Eléctrica,50,100,0,0,100,100,80,100,100,40,100,100,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,75,100,50.0,0,100,49.0,100,100,100,100,100,0,100,100,76,4,0,2,0,1
495,Ingeniería Civil Metalúrgica,31,0,0,100,0,100,0,0,20,60,50,0,0,90,94,0,100,0,100,100,100,0,0,100,0,55,0,0,40,0.0,0,0,0.0,0,0,0,0,0,0,0,0,16,10,0,2,0,0
496,Ingeniería Civil Metalúrgica,49,0,100,100,100,100,100,100,60,100,100,100,100,100,100,100,100,100,94,100,100,100,100,92,100,100,100,0,100,60.0,0,95,0.0,100,100,100,100,100,100,100,100,80,10,0,2,1,1
497,Ingeniería Civil Plan Común,73,0,0,0,100,100,80,0,60,80,0,0,40,100,0,0,100,0,0,0,0,0,0,100,65,90,95,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,37,11,0,2,0,0
498,Ingeniería Civil Metalúrgica,95,90,0,100,100,100,80,100,60,80,100,100,20,100,100,100,100,100,100,100,100,100,100,92,100,100,100,100,100,75.0,72,100,100.0,100,100,100,100,100,100,100,100,92,10,0,2,1,1
499,Ingeniería Civil Plan Común,73,55,0,0,60,100,60,100,40,100,0,100,20,100,0,100,0,99,100,96,100,100,100,100,87,90,100,85,90,95.0,82,100,100.0,100,100,100,100,100,100,100,100,71,11,0,2,1,1
500,Ingeniería Civil Plan Común,50,30,5,100,100,0,100,100,0,0,0,60,60,100,0,100,100,0,100,0,100,0,0,90,85,100,100,90,100,95.0,0,0,0.0,0,0,0,0,0,0,0,0,28,11,0,2,0,0
501,Ingeniería Civil Eléctrica,57,50,55,100,100,100,60,100,60,100,100,20,100,100,0,100,100,100,100,100,100,100,100,100,100,90,100,60,100,100.0,80,80,25.0,100,0,100,100,0,100,100,100,70,4,0,2,0,1
502,Ingeniería Civil Plan Común,85,100,0,100,60,50,0,20,20,20,0,0,60,90,0,0,0,0,0,0,0,0,0,0,80,40,0,0,50,0.0,0,0,0.0,0,0,0,0,0,0,0,0,57,11,0,2,0,1
504,Ingeniería Civil Plan Común,83,40,0,100,100,100,100,100,60,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,80.0,80,70,90.0,100,100,100,100,100,100,100,100,78,11,0,2,0,1
505,Ingeniería Civil Plan Común,39,20,30,100,100,100,100,100,20,20,100,40,20,100,100,100,100,100,100,100,100,100,100,90,100,90,100,85,0,65.0,0,45,0.0,100,100,100,100,100,0,0,0,35,11,0,2,0,0
506,Ingeniería Civil Plan Común,92,55,15,0,100,13,0,0,100,0,0,80,0,95,0,0,0,0,94,0,0,0,0,100,0,100,0,65,0,50.0,62,2,47.0,0,0,0,0,0,0,0,0,54,11,0,2,0,0
507,Ingeniería Civil Metalúrgica,93,100,0,0,60,100,100,100,40,60,50,40,0,100,0,100,100,100,100,100,100,100,100,92,100,90,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,67,10,0,2,0,1
508,Ingeniería Civil Plan Común,96,35,0,100,100,50,60,100,40,80,100,80,0,100,100,100,0,0,75,98,100,0,0,75,77,48,100,90,100,0.0,0,0,0.0,100,0,0,100,100,100,100,100,64,11,0,2,0,1
509,Ingeniería Civil Metalúrgica,76,30,95,100,100,50,80,80,60,80,100,0,100,95,100,100,100,100,100,0,100,100,100,84,95,90,100,0,60,35.0,85,85,52.0,100,100,100,100,100,100,100,100,81,10,0,2,1,1
510,Ingeniería Civil Plan Común,96,100,0,100,100,100,60,100,20,100,75,60,20,100,100,0,100,100,100,100,0,100,100,100,95,100,100,72,100,80.0,92,100,100.0,100,100,0,100,100,100,100,100,91,11,2,2,0,1
511,Ingeniería Civil Metalúrgica,75,95,0,100,100,100,40,100,80,100,75,100,40,100,100,100,0,100,100,0,100,100,0,100,95,100,85,100,100,80.0,82,100,77.0,100,100,100,100,100,100,0,100,86,10,0,2,1,1
512,Ingeniería Civil Metalúrgica,100,65,0,100,100,100,40,60,60,80,100,100,20,100,100,100,100,100,100,100,0,100,100,100,92,90,100,100,100,100.0,0,0,62.0,100,0,100,100,100,100,100,100,80,10,0,2,0,1
513,Ingeniería Civil Plan Común,78,65,0,100,40,0,100,100,100,100,75,100,100,100,0,100,0,100,100,98,100,97,100,68,100,100,100,100,100,95.0,100,100,100.0,100,100,100,0,100,100,100,100,82,11,0,2,0,1
514,Ingeniería Civil Plan Común,100,15,0,100,100,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,92,100,100,15.0,5,0,0.0,100,100,100,100,100,100,100,100,68,11,0,2,0,1
515,Ingeniería Civil Plan Común,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,100,100,100,95,100,0.0,90,0,0.0,0,0,0,0,0,0,0,0,47,11,0,2,0,0
516,Ingeniería Civil Plan Común,98,85,0,100,100,100,0,100,40,100,75,100,100,100,100,100,0,0,100,100,0,84,0,92,100,100,95,75,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,90,11,0,2,0,1
518,Ingeniería Civil Metalúrgica,40,0,0,0,100,100,0,20,40,40,75,40,100,0,0,100,65,0,0,0,0,0,100,76,100,100,77,0,100,0.0,0,0,0.0,100,0,0,100,100,100,0,0,20,10,0,2,1,0
519,Ingeniería Civil Plan Común,100,100,0,100,60,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100.0,100,90,100.0,100,100,100,100,100,100,100,100,98,11,0,2,0,1
520,Ingeniería Civil Plan Común,58,45,60,100,100,100,60,100,80,80,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,85,100,100,75.0,80,0,77.0,100,100,100,100,0,100,100,100,74,11,0,2,0,1
521,Ingeniería Civil Eléctrica,66,30,20,0,60,100,20,60,20,60,50,20,100,90,59,52,54,100,100,100,100,100,100,0,0,63,0,52,25,47.0,67,35,17.0,100,0,100,0,100,100,0,100,43,4,0,2,0,0
523,Ingeniería Civil Metalúrgica,100,100,0,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,100,10,0,2,1,1
524,Ingeniería Civil Plan Común,98,15,0,100,100,0,100,60,60,100,100,0,0,100,100,100,100,100,100,100,100,100,100,34,100,100,100,100,100,70.0,100,100,0.0,100,100,100,100,100,100,100,100,67,11,0,2,0,1
525,Ingeniería Civil Plan Común,0,45,0,100,0,100,60,100,60,100,100,100,100,100,100,100,100,100,0,0,0,0,100,100,100,100,100,95,100,50.0,0,0,0.0,0,100,100,100,100,0,0,0,23,11,0,2,0,0
526,Ingeniería Civil Plan Común,97,40,0,100,100,100,80,100,100,100,100,100,0,100,100,100,0,100,100,0,100,0,98,87,100,90,92,85,90,65.0,0,77,0.0,100,0,100,100,100,100,100,100,74,11,0,2,0,1
529,Ingeniería Civil Plan Común,90,60,0,0,100,63,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,95,100,100,85,80,100,82.0,75,100,84.0,100,100,100,100,100,100,100,0,84,11,0,2,0,1
530,Ingeniería Civil Plan Común,90,45,0,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,95.0,100,100,55.0,100,100,100,100,100,100,100,100,82,11,0,2,1,1
532,Ingeniería Civil Metalúrgica,84,0,0,100,20,100,60,100,80,100,100,80,100,0,0,100,0,100,100,0,100,100,0,84,82,85,100,90,80,100.0,0,45,75.0,0,100,0,0,100,0,100,100,42,10,0,2,0,0
533,Ingeniería Civil Informática,43,0,0,100,100,100,80,100,100,100,100,0,0,100,0,100,100,100,100,0,0,0,0,87,0,100,100,0,0,0.0,0,0,0.0,0,100,0,100,100,100,0,100,22,7,0,2,0,0
534,Ingeniería Civil Eléctrica,51,40,0,100,100,100,80,100,20,60,100,40,0,100,100,100,100,100,100,100,100,100,100,100,100,100,77,85,60,57.0,0,0,0.0,0,0,0,0,0,0,100,100,46,4,0,2,0,0
535,Ingeniería Civil Plan Común,63,60,0,100,100,100,80,100,60,100,50,60,100,100,100,100,100,100,100,100,100,100,100,100,95,80,80,55,90,80.0,0,45,0.0,100,100,100,100,100,100,100,100,71,11,0,2,0,1
536,Ingeniería Civil Plan Común,90,95,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,95,100,100,0.0,100,100,100.0,100,100,100,100,100,100,100,100,86,11,0,2,0,1
537,Ingeniería Civil Plan Común,100,35,0,100,100,100,80,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,85.0,80,85,57.0,100,100,100,100,100,100,100,100,81,11,0,2,0,1
538,Ingeniería Civil Plan Común,92,100,0,100,100,100,100,80,40,100,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90.0,100,12,0.0,100,100,100,100,100,100,100,100,92,11,2,2,0,1
539,Ingeniería Civil Plan Común,100,75,0,100,60,100,60,100,100,80,100,0,100,100,100,0,100,100,100,0,100,100,100,100,100,90,100,100,100,100.0,100,100,74.0,100,100,100,0,100,100,100,100,88,11,0,2,0,1
540,Ingeniería Civil Plan Común,50,40,75,100,100,100,100,100,40,100,0,0,0,100,100,100,100,97,100,0,100,98,100,87,95,80,100,80,90,52.0,35,85,66.0,100,100,0,0,100,100,100,0,67,11,0,2,0,1
541,Ingeniería Civil Metalúrgica,55,35,60,0,100,100,40,80,60,80,75,60,60,100,100,0,100,100,100,0,100,98,100,92,95,100,100,75,100,95.0,32,0,25.0,0,100,100,100,0,0,0,0,62,10,0,2,1,1
542,Ingeniería Civil Plan Común,100,100,0,100,100,100,60,100,100,100,100,80,100,100,0,100,100,100,100,100,100,0,100,100,100,83,100,100,90,100.0,100,100,100.0,100,100,100,100,100,100,100,100,97,11,0,2,0,1
543,Ingeniería Civil Plan Común,67,100,0,100,100,100,40,100,40,40,100,60,0,100,0,100,0,0,0,0,0,100,100,100,87,93,0,0,100,0.0,10,85,22.0,100,100,100,100,100,100,100,100,73,11,0,2,0,1
544,Ingeniería Civil Plan Común,100,30,0,100,100,50,60,100,60,80,25,80,100,100,100,100,95,100,92,100,0,0,0,95,92,100,100,100,70,85.0,0,77,0.0,100,0,100,100,100,100,100,100,70,11,0,2,0,1
545,Ingeniería Civil Plan Común,18,0,0,0,100,100,60,80,40,0,0,0,0,100,100,100,0,0,0,0,0,0,0,100,95,100,92,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,9,11,0,2,1,0
546,Ingeniería Civil Metalúrgica,89,100,0,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,84,100,85,100,100,90,100.0,100,100,100.0,100,100,100,100,100,100,100,100,95,10,0,2,1,1
547,Ingeniería Civil Plan Común,98,95,0,100,100,0,40,100,100,80,25,60,20,100,100,0,100,100,100,0,100,98,100,100,100,100,0,100,0,0.0,0,100,0.0,100,100,0,0,0,0,0,0,76,11,0,2,1,1
548,Ingeniería Civil Plan Común,13,10,0,100,100,100,80,80,80,100,50,100,100,100,100,100,73,100,100,100,100,97,97,100,100,83,77,100,90,70.0,80,85,50.0,100,100,100,100,100,100,100,100,12,11,0,2,0,0
549,Ingeniería Civil Plan Común,89,65,0,100,60,100,80,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,0,100,0.0,100,100,100,100,100,100,100,100,75,11,0,2,1,1
550,Ingeniería Civil Plan Común,0,85,100,100,60,100,40,100,40,80,100,100,100,100,100,100,100,100,100,100,100,100,0,82,100,100,100,60,100,47.0,0,100,0.0,100,100,100,100,100,100,100,100,71,11,0,2,0,1
551,Ingeniería Civil Metalúrgica,95,60,0,100,100,50,80,100,60,100,50,100,60,100,0,100,100,100,100,100,100,100,100,100,95,100,100,100,100,95.0,100,100,100.0,100,100,100,100,100,100,100,100,84,10,0,2,0,1
552,Ingeniería Civil Plan Común,27,35,0,100,100,100,80,100,40,40,0,60,60,100,100,0,100,0,92,0,0,0,0,92,100,80,100,85,0,70.0,100,0,82.0,0,100,0,0,100,100,0,0,31,11,0,2,0,0
553,Ingeniería Civil Eléctrica,25,35,0,100,0,100,100,100,40,80,0,60,20,100,0,100,78,100,100,100,100,100,93,0,100,43,87,100,30,100.0,100,90,69.0,0,100,0,100,100,100,100,100,30,4,0,2,0,0
554,Ingeniería Civil Plan Común,18,25,0,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,0,100,100,100,100,100,100,75,95,0,0,0.0,100,0,55.0,100,100,100,100,100,100,100,100,22,11,0,2,1,0
555,Ingeniería Civil Plan Común,50,40,95,100,100,100,0,100,20,40,0,0,60,100,100,100,100,100,100,100,100,100,100,100,100,90,87,55,30,70.0,55,100,22.0,0,100,100,100,100,100,100,100,71,11,0,2,1,1
556,Ingeniería Civil Plan Común,95,20,0,100,100,100,100,100,40,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,92.0,100,100,100,100,100,100,0,100,77,11,0,2,1,1
557,Ingeniería Civil Plan Común,71,100,0,100,100,100,80,60,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,90.0,62,100,92.0,100,0,0,100,100,0,100,100,88,11,0,2,1,1
