Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,SM9,SM10,Carrera,Campus,Sexo,Sem,Apr
Ingeniería Civil Informática,58,100,-,10,10,10,8,10,8,10,10,8,10,100,100,100,100,-,100,94,-,100,100,100,100,100,100,100,65,100,100,100,100,,,,,,,,,86,0,0,7,0,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,6,10,10,10,10,4,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,60,100,,,,,,,,,97,0,0,7,0,0,1,1
Ingeniería Civil,98,100,-,10,4,10,6,10,6,6,10,8,10,100,100,100,96,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,95,0,0,1,0,1,1,1
Ingeniería Civil Mecánica,90,50,-,10,10,10,4,7.5,6,10,10,8,10,100,100,100,100,100,100,100,100,94,92,100,90,85,95,100,0,-,100,80,-,,,,,,,,,73,0,0,9,0,0,1,1
Ingeniería Civil Informática,50,100,-,10,10,10,6,7.5,6,10,10,8,6,100,93,95,71,100,100,100,100,100,100,100,100,100,90,100,100,0,0,100,100,,,,,,,,,72,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,100,90,-,10,10,10,6,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,,,,,,,,,96,0,0,9,0,0,1,1
Ingeniería Civil,35,50,90,10,10,0,8,10,8,2,10,-,10,100,86,95,68,-,75,44,100,100,100,100,100,-,0,100,0,26,80,0,75,,,,,,,,,61,0,0,1,0,1,1,1
Ingeniería Civil Informática,100,20,-,10,6,10,2,2.5,6,0,2.5,6,4,100,100,100,100,100,100,100,100,100,100,90,90,90,95,100,100,100,75,90,95,,,,,,,,,68,0,0,7,0,0,1,1
Ingeniería Civil,20,75,57,10,10,10,8,10,4,6,10,6,6,100,100,100,100,100,100,100,100,100,100,65,100,100,100,90,100,100,90,0,0,,,,,,,,,73,0,0,1,0,0,1,1
Ingeniería Civil Industrial,0,0,-,10,-,10,8,7.5,10,10,2.5,-,10,-,-,100,-,0,-,-,100,-,-,70,90,0,100,100,0,0,35,60,0,,,,,,,,,0,0,0,6,0,0,1,0
